MSN     StateCode    Year     Data
ABICB   CA           1986  80.96497
ABICB   CA           1987    6.8357
ABICB   CA           1988  -157.278
ABICB   CA           1989  15.26505
ABICB   CA           1990  33.21458
ABICB   CA           1991  -10.2332
ABICB   CA           1992  19.79704
ABICB   CA           1993  18.73954
ABICB   CA           1994  769.1176
ABICB   CA           1995  642.4618
ABICB   CA           1996  848.4109
ABICB   CA           1997  1092.171
ABICB   CA           1998  474.9908
ABICB   CA           1999  746.8006
ABICB   CA           2000  448.7716
ABICB   CA           2001  739.3689
ABICB   CA           2002  907.3257
ABICB   CA           2003  884.5189
ABICB   CA           2004  1251.461
ABICB   CA           2005  1016.427
ABICB   CA           2006  76.26973
ABICB   CA           2007  207.6361
ABICB   CA           2008   11.0474
ABICB   CA           2009  -87.4704
ABICB   NM           1960         0
ABICB   NM           1961         0
ABICB   NM           1962         0
ABICB   NM           1963         0
ABICB   NM           1964         0
ABICB   NM           1965         0
ABICB   NM           1966         0
ABICB   NM           1967         0
ABICB   NM           1968         0
ABICB   NM           1969         0
ABICB   NM           1970         0
ABICB   NM           1971         0
ABICB   NM           1972         0
ABICB   NM           1973         0
ABICB   NM           1974         0
ABICB   NM           1975         0
ABICB   NM           1976         0
ABICB   NM           1977         0
ABICB   NM           1978         0
ABICB   NM           1979         0
ABICB   NM           1980         0
ABICB   NM           1981  37.85288
ABICB   NM           1982  34.36901
ABICB   NM           1983   5.12947
ABICB   NM           1984   0.40753
ABICB   NM           1985   19.1509
ABICB   NM           1986   2.75868
ABICB   NM           1987   0.22872
ABICB   NM           1988  -5.38945
ABICB   NM           1989   0.54756
ABICB   NM           1990   1.18638
ABICB   NM           1991  -0.52782
ABICB   NM           1992   1.00183
ABICB   NM           1993   0.94181
ABICB   NM           1994  38.24966
ABICB   NM           1995  33.18111
ABICB   NM           1996  43.35303
ABICB   NM           1997  55.13587
ABICB   NM           1998  23.57749
ABICB   NM           1999  37.47726
ABICB   NM           2000  22.35497
ABICB   NM           2001  35.73454
ABICB   NM           2002  43.59236
ABICB   NM           2003  42.61693
ABICB   NM           2004  70.28901
ABICB   NM           2005   57.0796
ABICB   NM           2006   4.58631
ABICB   NM           2007  12.57906
ABICB   NM           2008   0.73458
ABICB   NM           2009  -5.91691
ABICB   TX           1960         0
ABICB   TX           1961         0
ABICB   TX           1962         0
ABICB   TX           1963         0
ABICB   TX           1964         0
ABICB   TX           1965         0
ABICB   TX           1966         0
ABICB   TX           1967         0
ABICB   TX           1968         0
ABICB   TX           1969         0
ABICB   TX           1970         0
ABICB   TX           1971         0
ABICB   TX           1972         0
ABICB   TX           1973         0
ABICB   TX           1974         0
ABICB   TX           1975         0
ABICB   TX           1976         0
ABICB   TX           1977         0
ABICB   TX           1978         0
ABICB   TX           1979         0
ABICB   TX           1980         0
ABICB   TX           1981  1387.366
ABICB   TX           1982    1328.8
ABICB   TX           1983  195.9574
ABICB   TX           1984  23.52151
ABICB   TX           1985  1049.691
ABICB   TX           1986  145.1042
ABICB   TX           1987  11.80697
ABICB   TX           1988  -277.809
ABICB   TX           1989  27.13855
ABICB   TX           1990  61.46798
ABICB   TX           1991  -21.0845
ABICB   TX           1992  39.51095
ABICB   TX           1993  37.47171
ABICB   TX           1994  1581.761
ABICB   TX           1995  1373.317
ABICB   TX           1996   1805.36
ABICB   TX           1997  2363.411
ABICB   TX           1998  1035.902
ABICB   TX           1999  1664.542
ABICB   TX           2000  997.4227
ABICB   TX           2001  1614.178
ABICB   TX           2002  1973.888
ABICB   TX           2003  1991.588
ABICB   TX           2004  2888.723
ABICB   TX           2005  2150.017
ABICB   TX           2006  163.5771
ABICB   TX           2007  466.4594
ABICB   TX           2008  25.97665
ABICB   TX           2009  -220.192
ABICP   AZ           1960         0
ABICP   AZ           1961         0
ABICP   AZ           1962         0
ABICP   AZ           1963         0
ABICP   AZ           1964         0
ABICP   AZ           1965         0
ABICP   AZ           1966         0
ABICP   AZ           1967         0
ABICP   AZ           1968         0
ABICP   AZ           1969         0
ABICP   AZ           1970         0
ABICP   AZ           1971         0
ABICP   AZ           1972         0
ABICP   AZ           1973         0
ABICP   AZ           1974         0
ABICP   AZ           1975         0
ABICP   AZ           1976         0
ABICP   AZ           1977         0
ABICP   AZ           1978         0
ABICP   AZ           1979         0
ABICP   AZ           1980         0
ABICP   AZ           1981   0.25531
ABICP   AZ           1982   0.39223
ABICP   AZ           1983         0
ABICP   AZ           1984         0
ABICP   AZ           1985         0
ABICP   AZ           1986         0
ABICP   AZ           1987         0
ABICP   AZ           1988         0
ABICP   AZ           1989   0.01338
ABICP   AZ           1990   0.03142
ABICP   AZ           1991  -0.01069
ABICP   AZ           1992   0.02098
ABICP   AZ           1993         0
ABICP   AZ           1994         0
ABICP   AZ           1995         0
ABICP   AZ           1996         0
ABICP   AZ           1997         0
ABICP   AZ           1998         0
ABICP   AZ           1999         0
ABICP   AZ           2000         0
ABICP   AZ           2001         0
ABICP   AZ           2002         0
ABICP   AZ           2003         0
ABICP   AZ           2004         0
ABICP   AZ           2005         0
ABICP   AZ           2006         0
ABICP   AZ           2007         0
ABICP   AZ           2008         0
ABICP   AZ           2009         0
ABICP   CA           1960         0
ABICP   CA           1961         0
ABICP   CA           1962         0
ABICP   CA           1963         0
ABICP   CA           1964         0
ABICP   CA           1965         0
ABICP   CA           1966         0
ABICP   CA           1967         0
ABICP   CA           1968         0
ABICP   CA           1969         0
ABICP   CA           1970         0
ABICP   CA           1971         0
ABICP   CA           1972         0
ABICP   CA           1973         0
ABICP   CA           1974         0
ABICP   CA           1975         0
ABICP   CA           1976         0
ABICP   CA           1977         0
ABICP   CA           1978         0
ABICP   CA           1979         0
ABICP   CA           1980         0
ABICP   CA           1981  141.9969
ABICP   CA           1982  151.6612
ABICP   CA           1983  21.45045
ABICP   CA           1984   2.46301
ABICP   CA           1985  116.0054
ABICP   CA           1986  16.03902
ABICP   CA           1987   1.35414
ABICP   CA           1988  -31.1564
ABICP   CA           1989   3.02398
ABICP   CA           1990   6.57975
ABICP   CA           1991  -2.02717
ABICP   CA           1992   3.92176
ABICP   CA           1993   3.71227
ABICP   CA           1994  152.3609
ABICP   CA           1995  127.2706
ABICP   CA           1996  168.0687
ABICP   CA           1997  216.3572
ABICP   CA           1998  94.09484
ABICP   CA           1999  147.9399
ABICP   CA           2000  88.90087
ABICP   CA           2001  146.4677
ABICP   CA           2002  179.7396
ABICP   CA           2003  175.2217
ABICP   CA           2004  247.9123
ABICP   CA           2005  201.3524
ABICP   CA           2006   15.1089
ABICP   CA           2007  41.13234
ABICP   CA           2008   2.18847
ABICP   CA           2009  -17.3277
ABICP   NM           1960         0
ABICP   NM           1961         0
ABICP   NM           1962         0
ABICP   NM           1963         0
ABICP   NM           1964         0
ABICP   NM           1965         0
ABICP   NM           1966         0
ABICP   NM           1967         0
ABICP   NM           1968         0
ABICP   NM           1969         0
ABICP   NM           1970         0
ABICP   NM           1971         0
ABICP   NM           1972         0
ABICP   NM           1973         0
ABICP   NM           1974         0
ABICP   NM           1975         0
ABICP   NM           1976         0
ABICP   NM           1977         0
ABICP   NM           1978         0
ABICP   NM           1979         0
ABICP   NM           1980         0
ABICP   NM           1981   7.49859
ABICP   NM           1982   6.80844
ABICP   NM           1983   1.01614
ABICP   NM           1984   0.08073
ABICP   NM           1985   3.79376
ABICP   NM           1986   0.54649
ABICP   NM           1987   0.04531
ABICP   NM           1988  -1.06764
ABICP   NM           1989   0.10847
ABICP   NM           1990   0.23502
ABICP   NM           1991  -0.10456
ABICP   NM           1992   0.19846
ABICP   NM           1993   0.18657
ABICP   NM           1994   7.57719
ABICP   NM           1995   6.57312
ABICP   NM           1996   8.58816
ABICP   NM           1997  10.92232
ABICP   NM           1998   4.67066
ABICP   NM           1999   7.42418
ABICP   NM           2000   4.42848
ABICP   NM           2001   7.07895
ABICP   NM           2002   8.63557
ABICP   NM           2003   8.44234
ABICP   NM           2004  13.92413
ABICP   NM           2005  11.30737
ABICP   NM           2006   0.90854
ABICP   NM           2007   2.49189
ABICP   NM           2008   0.14552
ABICP   NM           2009  -1.17213
ABICP   TX           1960         0
ABICP   TX           1961         0
ABICP   TX           1962         0
ABICP   TX           1963         0
ABICP   TX           1964         0
ABICP   TX           1965         0
ABICP   TX           1966         0
ABICP   TX           1967         0
ABICP   TX           1968         0
ABICP   TX           1969         0
ABICP   TX           1970         0
ABICP   TX           1971         0
ABICP   TX           1972         0
ABICP   TX           1973         0
ABICP   TX           1974         0
ABICP   TX           1975         0
ABICP   TX           1976         0
ABICP   TX           1977         0
ABICP   TX           1978         0
ABICP   TX           1979         0
ABICP   TX           1980         0
ABICP   TX           1981  274.8348
ABICP   TX           1982   263.233
ABICP   TX           1983  38.81881
ABICP   TX           1984   4.65957
ABICP   TX           1985   207.942
ABICP   TX           1986  28.74489
ABICP   TX           1987   2.33894
ABICP   TX           1988  -55.0335
ABICP   TX           1989    5.3761
ABICP   TX           1990   12.1767
ABICP   TX           1991  -4.17681
ABICP   TX           1992   7.82705
ABICP   TX           1993   7.42308
ABICP   TX           1994  313.3442
ABICP   TX           1995  272.0516
ABICP   TX           1996  357.6387
ABICP   TX           1997  468.1876
ABICP   TX           1998  205.2105
ABICP   TX           1999  329.7429
ABICP   TX           2000  197.5877
ABICP   TX           2001  319.7658
ABICP   TX           2002  391.0238
ABICP   TX           2003  394.5302
ABICP   TX           2004   572.251
ABICP   TX           2005  425.9147
ABICP   TX           2006  32.40434
ABICP   TX           2007  92.40479
ABICP   TX           2008   5.14593
ABICP   TX           2009  -43.6196
ARICB   AZ           1960   5726.26
ARICB   AZ           1961  6274.827
ARICB   AZ           1962  5741.445
ARICB   AZ           1963  8193.889
ARICB   AZ           1964  7749.175
ARICB   AZ           1965  7369.236
ARICB   AZ           1966  12551.17
ARICB   AZ           1967  13390.92
ARICB   AZ           1968  15229.11
ARICB   AZ           1969  18102.82
ARICB   AZ           1970  24413.72
ARICB   AZ           1971  19444.06
ARICB   AZ           1972  23661.19
ARICB   AZ           1973  22666.35
ARICB   AZ           1974  26101.18
ARICB   AZ           1975  15467.14
ARICB   AZ           1976  13486.39
ARICB   AZ           1977  14402.05
ARICB   AZ           1978  17829.46
ARICB   AZ           1979  19633.42
ARICB   AZ           1980  13677.18
ARICB   AZ           1981  10862.66
ARICB   AZ           1982  10098.82
ARICB   AZ           1983  10928.74
ARICB   AZ           1984  16488.61
ARICB   AZ           1985   17009.4
ARICB   AZ           1986  16790.93
ARICB   AZ           1987  16535.25
ARICB   AZ           1988   17806.4
ARICB   AZ           1989  15832.11
ARICB   AZ           1990  15704.64
ARICB   AZ           1991  14472.49
ARICB   AZ           1992  19801.47
ARICB   AZ           1993  15446.88
ARICB   AZ           1994  17082.92
ARICB   AZ           1995  20822.51
ARICB   AZ           1996  16323.78
ARICB   AZ           1997  17944.76
ARICB   AZ           1998  26355.45
ARICB   AZ           1999   25311.9
ARICB   AZ           2000  22751.66
ARICB   AZ           2001  17038.82
ARICB   AZ           2002  23430.93
ARICB   AZ           2003  23016.83
ARICB   AZ           2004  31933.97
ARICB   AZ           2005  30780.25
ARICB   AZ           2006  27372.75
ARICB   AZ           2007  27034.39
ARICB   AZ           2008  23059.23
ARICB   AZ           2009  19894.54
ARICB   CA           1960  70774.23
ARICB   CA           1961  76144.71
ARICB   CA           1962   78080.2
ARICB   CA           1963  80479.19
ARICB   CA           1964  83422.04
ARICB   CA           1965  78915.23
ARICB   CA           1966  80100.43
ARICB   CA           1967  73535.15
ARICB   CA           1968     78732
ARICB   CA           1969  86848.51
ARICB   CA           1970  80189.82
ARICB   CA           1971  80854.88
ARICB   CA           1972  81142.71
ARICB   CA           1973  87351.64
ARICB   CA           1974  79024.01
ARICB   CA           1975  87238.73
ARICB   CA           1976  93449.24
ARICB   CA           1977  99518.97
ARICB   CA           1978  101859.9
ARICB   CA           1979  142557.6
ARICB   CA           1980  122308.7
ARICB   CA           1981  65241.51
ARICB   CA           1982  65153.74
ARICB   CA           1983  73769.44
ARICB   CA           1984  101279.5
ARICB   CA           1985  91894.49
ARICB   CA           1986  102016.6
ARICB   CA           1987  109215.7
ARICB   CA           1988    101815
ARICB   CA           1989  99513.66
ARICB   CA           1990  98621.06
ARICB   CA           1991  94569.61
ARICB   CA           1992  89971.09
ARICB   CA           1993  82504.34
ARICB   CA           1994   81207.6
ARICB   CA           1995  81036.23
ARICB   CA           1996     82280
ARICB   CA           1997  76390.54
ARICB   CA           1998    103334
ARICB   CA           1999  135149.9
ARICB   CA           2000  135103.9
ARICB   CA           2001  125554.8
ARICB   CA           2002  118493.2
ARICB   CA           2003  90543.82
ARICB   CA           2004  91629.58
ARICB   CA           2005  87109.94
ARICB   CA           2006  80492.43
ARICB   CA           2007  99922.13
ARICB   CA           2008  82940.52
ARICB   CA           2009  71557.59
ARICB   NM           1960   6396.79
ARICB   NM           1961  6716.242
ARICB   NM           1962  6688.736
ARICB   NM           1963  6815.975
ARICB   NM           1964  7773.469
ARICB   NM           1965  9209.904
ARICB   NM           1966  8144.314
ARICB   NM           1967  7575.748
ARICB   NM           1968  9667.488
ARICB   NM           1969  6418.051
ARICB   NM           1970  8017.627
ARICB   NM           1971   5393.74
ARICB   NM           1972  6401.571
ARICB   NM           1973  6604.937
ARICB   NM           1974  9058.575
ARICB   NM           1975  10830.37
ARICB   NM           1976  9699.065
ARICB   NM           1977  7953.058
ARICB   NM           1978  9501.103
ARICB   NM           1979  9429.719
ARICB   NM           1980  7552.989
ARICB   NM           1981  7721.659
ARICB   NM           1982  9610.174
ARICB   NM           1983  11773.68
ARICB   NM           1984  12612.77
ARICB   NM           1985  9960.825
ARICB   NM           1986  10724.61
ARICB   NM           1987  13728.32
ARICB   NM           1988  14019.48
ARICB   NM           1989  11052.32
ARICB   NM           1990  9625.909
ARICB   NM           1991  10117.34
ARICB   NM           1992  12433.53
ARICB   NM           1993  16179.47
ARICB   NM           1994  14030.74
ARICB   NM           1995  12336.54
ARICB   NM           1996  10936.12
ARICB   NM           1997  8179.985
ARICB   NM           1998  13592.79
ARICB   NM           1999  12624.61
ARICB   NM           2000   11778.1
ARICB   NM           2001  5250.174
ARICB   NM           2002   13234.2
ARICB   NM           2003  13125.77
ARICB   NM           2004  13206.48
ARICB   NM           2005  11943.21
ARICB   NM           2006   12825.8
ARICB   NM           2007  15601.94
ARICB   NM           2008  11727.14
ARICB   NM           2009  10117.68
ARICB   TX           1960  41700.15
ARICB   TX           1961  48304.66
ARICB   TX           1962  50028.63
ARICB   TX           1963  47426.66
ARICB   TX           1964  48850.52
ARICB   TX           1965  51835.31
ARICB   TX           1966  56112.99
ARICB   TX           1967  59552.83
ARICB   TX           1968  61556.26
ARICB   TX           1969  66144.67
ARICB   TX           1970  78867.82
ARICB   TX           1971  76174.89
ARICB   TX           1972  75513.21
ARICB   TX           1973  77978.04
ARICB   TX           1974  81041.71
ARICB   TX           1975  54080.38
ARICB   TX           1976  44787.12
ARICB   TX           1977  36099.21
ARICB   TX           1978  47413.57
ARICB   TX           1979  62155.19
ARICB   TX           1980  72373.22
ARICB   TX           1981  52579.26
ARICB   TX           1982     52123
ARICB   TX           1983  77779.97
ARICB   TX           1984   71200.4
ARICB   TX           1985  78354.83
ARICB   TX           1986  90548.46
ARICB   TX           1987  83620.04
ARICB   TX           1988  95781.01
ARICB   TX           1989  64248.84
ARICB   TX           1990  92991.42
ARICB   TX           1991  62183.02
ARICB   TX           1992  78306.85
ARICB   TX           1993  84504.28
ARICB   TX           1994  72642.51
ARICB   TX           1995  78262.52
ARICB   TX           1996  79380.45
ARICB   TX           1997  69738.86
ARICB   TX           1998  74329.52
ARICB   TX           1999  55993.47
ARICB   TX           2000  52804.26
ARICB   TX           2001  77777.16
ARICB   TX           2002  87617.13
ARICB   TX           2003  92343.78
ARICB   TX           2004  86174.83
ARICB   TX           2005  114067.5
ARICB   TX           2006  104457.8
ARICB   TX           2007  100464.9
ARICB   TX           2008  71106.86
ARICB   TX           2009  61348.01
ARICD   AZ           1970   0.59662
ARICD   AZ           1971   0.81486
ARICD   AZ           1972   0.82462
ARICD   AZ           1973   0.84507
ARICD   AZ           1974   1.71581
ARICD   AZ           1975   1.86535
ARICD   AZ           1976   1.65018
ARICD   AZ           1977   1.76956
ARICD   AZ           1978   1.92279
ARICD   AZ           1979   2.45082
ARICD   AZ           1980   3.62562
ARICD   AZ           1981   4.48111
ARICD   AZ           1982   4.18838
ARICD   AZ           1983   4.16241
ARICD   AZ           1984   4.58397
ARICD   AZ           1985   4.76372
ARICD   AZ           1986   4.32846
ARICD   AZ           1987   3.20926
ARICD   AZ           1988   3.28012
ARICD   AZ           1989   2.84465
ARICD   AZ           1990    2.7141
ARICD   AZ           1991   3.33608
ARICD   AZ           1992   2.98708
ARICD   AZ           1993   2.94784
ARICD   AZ           1994   2.96408
ARICD   AZ           1995    3.2895
ARICD   AZ           1996   3.54877
ARICD   AZ           1997   3.57196
ARICD   AZ           1998   3.56648
ARICD   AZ           1999   3.19221
ARICD   AZ           2000   3.16836
ARICD   AZ           2001   3.45903
ARICD   AZ           2002   3.65001
ARICD   AZ           2003   4.01122
ARICD   AZ           2004   4.55888
ARICD   AZ           2005   4.81354
ARICD   AZ           2006   5.18756
ARICD   AZ           2007   5.48363
ARICD   AZ           2008   5.64993
ARICD   AZ           2009   5.86757
ARICD   CA           1970   0.48688
ARICD   CA           1971   0.64175
ARICD   CA           1972   0.64419
ARICD   CA           1973   0.69217
ARICD   CA           1974   1.46607
ARICD   CA           1975    1.6159
ARICD   CA           1976   1.60089
ARICD   CA           1977   1.69957
ARICD   CA           1978    1.8141
ARICD   CA           1979   2.71572
ARICD   CA           1980   3.77922
ARICD   CA           1981    4.5909
ARICD   CA           1982   3.98162
ARICD   CA           1983   4.40364
ARICD   CA           1984   4.55881
ARICD   CA           1985   4.77696
ARICD   CA           1986   5.07644
ARICD   CA           1987   5.35753
ARICD   CA           1988   4.53416
ARICD   CA           1989   3.09698
ARICD   CA           1990   3.13119
ARICD   CA           1991   3.18271
ARICD   CA           1992   2.74171
ARICD   CA           1993    2.6019
ARICD   CA           1994   2.94621
ARICD   CA           1995   3.08842
ARICD   CA           1996    3.4139
ARICD   CA           1997   3.50972
ARICD   CA           1998   3.67685
ARICD   CA           1999   3.59737
ARICD   CA           2000   3.43389
ARICD   CA           2001   3.91113
ARICD   CA           2002   4.05825
ARICD   CA           2003   4.50126
ARICD   CA           2004   4.74377
ARICD   CA           2005   5.03796
ARICD   CA           2006   5.69514
ARICD   CA           2007   7.37322
ARICD   CA           2008   7.52313
ARICD   CA           2009   7.52921
ARICD   NM           1970   0.57613
ARICD   NM           1971   0.82272
ARICD   NM           1972   0.82484
ARICD   NM           1973   0.85071
ARICD   NM           1974   1.74794
ARICD   NM           1975   1.83959
ARICD   NM           1976   1.67787
ARICD   NM           1977   1.78251
ARICD   NM           1978   1.93603
ARICD   NM           1979   2.47158
ARICD   NM           1980   3.66664
ARICD   NM           1981   4.47842
ARICD   NM           1982    4.1611
ARICD   NM           1983   4.15937
ARICD   NM           1984   4.50271
ARICD   NM           1985    4.7882
ARICD   NM           1986   4.35166
ARICD   NM           1987   3.18608
ARICD   NM           1988   3.39284
ARICD   NM           1989    2.8721
ARICD   NM           1990   2.75845
ARICD   NM           1991   3.44878
ARICD   NM           1992   2.98883
ARICD   NM           1993   3.11788
ARICD   NM           1994    3.0523
ARICD   NM           1995   3.29619
ARICD   NM           1996   3.54924
ARICD   NM           1997   3.71909
ARICD   NM           1998   3.67884
ARICD   NM           1999   3.39506
ARICD   NM           2000   3.34987
ARICD   NM           2001   3.42573
ARICD   NM           2002   3.73161
ARICD   NM           2003   4.09636
ARICD   NM           2004   4.58142
ARICD   NM           2005   4.85418
ARICD   NM           2006   5.20152
ARICD   NM           2007   5.49369
ARICD   NM           2008   5.66012
ARICD   NM           2009   5.87915
ARICD   TX           1970   0.73506
ARICD   TX           1971   0.76214
ARICD   TX           1972   0.77514
ARICD   TX           1973   0.77361
ARICD   TX           1974   1.56381
ARICD   TX           1975   1.76904
ARICD   TX           1976     1.851
ARICD   TX           1977   1.99779
ARICD   TX           1978   2.22205
ARICD   TX           1979   2.51259
ARICD   TX           1980   3.79301
ARICD   TX           1981   5.18203
ARICD   TX           1982   4.41592
ARICD   TX           1983   4.23738
ARICD   TX           1984   4.18522
ARICD   TX           1985   4.20109
ARICD   TX           1986   4.57673
ARICD   TX           1987    3.3466
ARICD   TX           1988   3.21436
ARICD   TX           1989   2.84357
ARICD   TX           1990   2.93561
ARICD   TX           1991   3.32637
ARICD   TX           1992   2.32804
ARICD   TX           1993   3.13528
ARICD   TX           1994   2.94232
ARICD   TX           1995   3.17794
ARICD   TX           1996   3.32245
ARICD   TX           1997   3.48593
ARICD   TX           1998    3.5352
ARICD   TX           1999   3.73052
ARICD   TX           2000   3.80139
ARICD   TX           2001   3.79284
ARICD   TX           2002   3.82663
ARICD   TX           2003   4.21981
ARICD   TX           2004   4.73928
ARICD   TX           2005   5.29769
ARICD   TX           2006   5.73411
ARICD   TX           2007   6.15972
ARICD   TX           2008   6.37485
ARICD   TX           2009   6.71933
ARICP   AZ           1960  862.9084
ARICP   AZ           1961  945.5738
ARICP   AZ           1962  865.1967
ARICP   AZ           1963  1234.763
ARICP   AZ           1964  1167.748
ARICP   AZ           1965  1110.494
ARICP   AZ           1966  1891.376
ARICP   AZ           1967  2017.921
ARICP   AZ           1968  2294.923
ARICP   AZ           1969  2727.972
ARICP   AZ           1970  3678.981
ARICP   AZ           1971  2930.088
ARICP   AZ           1972   3565.58
ARICP   AZ           1973  3415.665
ARICP   AZ           1974   3933.27
ARICP   AZ           1975  2330.793
ARICP   AZ           1976  2032.307
ARICP   AZ           1977  2170.291
ARICP   AZ           1978  2686.779
ARICP   AZ           1979  2958.622
ARICP   AZ           1980  2061.058
ARICP   AZ           1981  1636.929
ARICP   AZ           1982  1521.823
ARICP   AZ           1983  1646.887
ARICP   AZ           1984  2484.721
ARICP   AZ           1985  2563.201
ARICP   AZ           1986  2530.279
ARICP   AZ           1987   2491.75
ARICP   AZ           1988  2683.304
ARICP   AZ           1989  2385.791
ARICP   AZ           1990  2366.582
ARICP   AZ           1991  2180.905
ARICP   AZ           1992  2983.947
ARICP   AZ           1993   2327.74
ARICP   AZ           1994   2574.28
ARICP   AZ           1995   3137.81
ARICP   AZ           1996  2459.883
ARICP   AZ           1997  2704.152
ARICP   AZ           1998  3971.588
ARICP   AZ           1999   3814.33
ARICP   AZ           2000  3428.521
ARICP   AZ           2001  2567.634
ARICP   AZ           2002  3530.881
ARICP   AZ           2003   3468.48
ARICP   AZ           2004  4812.232
ARICP   AZ           2005  4638.374
ARICP   AZ           2006  4124.887
ARICP   AZ           2007  4073.899
ARICP   AZ           2008  3474.869
ARICP   AZ           2009  2997.971
ARICP   CA           1960  10665.19
ARICP   CA           1961  11474.49
ARICP   CA           1962  11766.15
ARICP   CA           1963  12127.67
ARICP   CA           1964  12571.13
ARICP   CA           1965  11891.99
ARICP   CA           1966  12070.59
ARICP   CA           1967  11081.25
ARICP   CA           1968  11864.38
ARICP   CA           1969  13087.48
ARICP   CA           1970  12084.06
ARICP   CA           1971  12184.28
ARICP   CA           1972  12227.65
ARICP   CA           1973   13163.3
ARICP   CA           1974  11908.38
ARICP   CA           1975  13146.28
ARICP   CA           1976  14082.16
ARICP   CA           1977  14996.83
ARICP   CA           1978  15349.59
ARICP   CA           1979  21482.47
ARICP   CA           1980  18431.09
ARICP   CA           1981  9831.452
ARICP   CA           1982  9818.224
ARICP   CA           1983  11116.55
ARICP   CA           1984  15262.13
ARICP   CA           1985  13847.87
ARICP   CA           1986   15373.2
ARICP   CA           1987  16458.07
ARICP   CA           1988  15342.83
ARICP   CA           1989  14996.03
ARICP   CA           1990  14861.52
ARICP   CA           1991     14251
ARICP   CA           1992  13558.03
ARICP   CA           1993  12432.84
ARICP   CA           1994  12237.43
ARICP   CA           1995  12211.61
ARICP   CA           1996  12399.04
ARICP   CA           1997  11511.53
ARICP   CA           1998  15571.73
ARICP   CA           1999  20366.17
ARICP   CA           2000  20359.24
ARICP   CA           2001  18920.26
ARICP   CA           2002  17856.11
ARICP   CA           2003  13644.34
ARICP   CA           2004  13807.95
ARICP   CA           2005  13126.87
ARICP   CA           2006  12129.66
ARICP   CA           2007  15057.58
ARICP   CA           2008  12498.57
ARICP   CA           2009  10783.24
ARICP   NM           1960  963.9527
ARICP   NM           1961  1012.092
ARICP   NM           1962  1007.947
ARICP   NM           1963  1027.121
ARICP   NM           1964  1171.409
ARICP   NM           1965   1387.87
ARICP   NM           1966  1227.293
ARICP   NM           1967  1141.614
ARICP   NM           1968  1456.825
ARICP   NM           1969  967.1565
ARICP   NM           1970  1208.202
ARICP   NM           1971  812.7998
ARICP   NM           1972  964.6731
ARICP   NM           1973  995.3191
ARICP   NM           1974  1365.066
ARICP   NM           1975  1632.063
ARICP   NM           1976  1461.583
ARICP   NM           1977  1198.472
ARICP   NM           1978  1431.752
ARICP   NM           1979  1420.994
ARICP   NM           1980  1138.184
ARICP   NM           1981  1163.601
ARICP   NM           1982  1448.188
ARICP   NM           1983  1774.214
ARICP   NM           1984  1900.659
ARICP   NM           1985  1501.028
ARICP   NM           1986  1616.125
ARICP   NM           1987  2068.764
ARICP   NM           1988   2112.64
ARICP   NM           1989   1665.51
ARICP   NM           1990  1450.559
ARICP   NM           1991  1524.614
ARICP   NM           1992  1873.649
ARICP   NM           1993  2438.136
ARICP   NM           1994  2114.336
ARICP   NM           1995  1859.033
ARICP   NM           1996  1647.998
ARICP   NM           1997  1232.668
